简介（方式·小区名 户型 朝向）,区,地铁站,村,面积大小（㎡）,朝向,户型,楼层类型,楼层（层）,标签
整租·乌鲁木齐南路145号 1室1厅 西,徐汇,衡山路,乌鲁木齐南路145号,12,西,1室1厅1卫,低楼层                        ,3,"近地铁,精装"
整租·普育东路24-36号 1室1厅 东南/南,黄浦,蓬莱公园,普育东路24,30,东南 南,1室1厅1卫,中楼层                        ,6,"近地铁,精装"
整租·汇成四村 2室0厅 南,徐汇,上海南站,汇成四村,56,南,2室0厅1卫,中楼层                        ,5,随时看房
整租·康健路120弄 1室1厅 南,徐汇,康健,康健路120弄,38,南,1室1厅1卫,高楼层                        ,6,"新上,近地铁"
整租·园南一村 1室1厅 南,徐汇,植物园,园南一村,43,南,1室1厅1卫,高楼层                        ,6,随时看房
整租·新舒苑 2室1厅 南,浦东,书院镇,新舒苑,82,南,2室1厅1卫,高楼层                        ,5,精装
整租·公园新村 2室1厅 南,浦东,惠南,公园新村,51,南,2室1厅1卫,中楼层                        ,5,精装
整租·优抚园 1室0厅 南,虹口,曲阳,优抚园,29,南,1室0厅1卫,中楼层                        ,6,"近地铁,随时看房"
整租·悦来小区 2室0厅 东南,黄浦,黄浦滨江,悦来小区,43,东南,2室0厅1卫,中楼层                        ,6,"近地铁,精装,押一付一"
整租·海南西弄 1室1厅 南,黄浦,蓬莱公园,海南西弄,38,南,1室1厅1卫,中楼层                        ,6,"近地铁,精装,随时看房"
整租·丽园新村 1室1厅 北,黄浦,五里桥,丽园新村,23,北,1室1厅1卫,高楼层                        ,6,"近地铁,精装,随时看房"
整租·三门路510弄 1室1厅 南,杨浦,五角场,三门路510弄,47,南,1室1厅1卫,低楼层                        ,7,近地铁
整租·阳曲小区 1室1厅 南,静安,彭浦,阳曲小区,47,南,1室1厅1卫,中楼层                        ,6,随时看房
整租·新市南路1149弄 1室0厅 南,虹口,江湾镇,新市南路1149弄,30,南,1室0厅1卫,高楼层                        ,5,"近地铁,随时看房"
整租·蒙自路395弄 1室1厅 东,黄浦,五里桥,蒙自路395弄,31,东,1室1厅1卫,低楼层                        ,7,"近地铁,随时看房"
整租·共康四村 2室1厅 南,静安,彭浦,共康四村,50,南,2室1厅1卫,高楼层                        ,6,新上
整租·场中路1310弄 1室1厅 南,静安,彭浦,场中路1310弄,53,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·康平小区 1室0厅 南,静安,彭浦,康平小区,32,南,1室0厅1卫,高楼层                        ,6,近地铁
整租·复兴中路1248弄 1室0厅 南,徐汇,衡山路,复兴中路1248弄,10,南,1室0厅1卫,高楼层                        ,4,"近地铁,随时看房"
整租·健乐小区 1室1厅 南,黄浦,新天地,健乐小区,28,南,1室1厅1卫,高楼层                        ,6,"近地铁,精装,随时看房"
整租·三泾北宅小区 1室1厅 南,长宁,中山公园,三泾北宅小区,37,南,1室1厅1卫,中楼层                        ,6,"近地铁,随时看房"
整租·钦州路111弄 1室1厅 南,徐汇,康健,钦州路111弄,38,南,1室1厅1卫,中楼层                        ,6,"新上,近地铁"
整租·天山五村(旧) 1室1厅 南,长宁,天山,天山五村(旧),32,南,1室1厅1卫,低楼层                        ,6,"近地铁,随时看房"
整租·仪表新村 1室0厅 南,徐汇,田林,仪表新村,32,南,1室0厅1卫,中楼层                        ,4,"近地铁,随时看房"
整租·斜土新村 1室1厅 南,黄浦,打浦桥,斜土新村,37,南,1室1厅1卫,低楼层                        ,7,近地铁
整租·临汾路1320弄 1室0厅 南,静安,彭浦,临汾路1320弄,38,南,1室0厅1卫,中楼层                        ,6,随时看房
整租·百龙小区 1室1厅 南,徐汇,植物园,百龙小区,42,南,1室1厅1卫,高楼层                        ,6,随时看房
整租·华欣家园 1室1厅 南,徐汇,华泾,华欣家园,44,南,1室1厅1卫,中楼层                        ,6,随时看房
整租·控江东三村 1室0厅 南,杨浦,黄兴公园,控江东三村,33,南,1室0厅1卫,高楼层                        ,5,"近地铁,随时看房"
整租·民乐城丽园(北园) 1室1厅 南,浦东,惠南,民乐城丽园(北园),62,南,1室1厅1卫,中楼层                        ,6,新上
整租·长桥四村 1室1厅 南,徐汇,长桥,长桥四村,42,南,1室1厅1卫,中楼层                        ,7,随时看房
整租·巨鹿路244弄 1室1厅 南,黄浦,淮海中路,巨鹿路244弄,30,南,1室1厅1卫,中楼层                        ,3,近地铁
整租·桃浦六村绿春苑 1室1厅 南,普陀,桃浦,桃浦六村绿春苑,43,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·真建一小区 1室1厅 南,普陀,桃浦,真建一小区,54,南,1室1厅1卫,高楼层                        ,6,随时看房
整租·闻喜路251弄 1室0厅 南,静安,彭浦,闻喜路251弄,36,南,1室0厅1卫,高楼层                        ,6,随时看房
整租·公园新村 2室1厅 南,浦东,惠南,公园新村,53,南,2室1厅1卫,高楼层                        ,5,随时看房
整租·大连西路13号 1室0厅 南,虹口,曲阳,大连西路13号,20,南,1室0厅1卫,低楼层                        ,6,"近地铁,随时看房"
整租·瞿溪新村 1室0厅 南,黄浦,世博滨江,瞿溪新村,28,南,1室0厅1卫,中楼层                        ,6,"近地铁,精装,随时看房"
整租·张泾小区 1室1厅 南,长宁,西郊,张泾小区,52,南,1室1厅1卫,高楼层                        ,6,近地铁
整租·控江路1200弄 1室0厅 南,杨浦,控江路,控江路1200弄,29,南,1室0厅1卫,高楼层                        ,5,"新上,近地铁"
整租·南园新村 1室1厅 东南,黄浦,打浦桥,南园新村,41,东南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·长城珑湾 1室1厅 南,浦东,惠南,长城珑湾,40,南,1室1厅1卫,高楼层                        ,12,近地铁
整租·彭新小区 1室0厅 南,静安,彭浦,彭新小区,33,南,1室0厅1卫,中楼层                        ,6,近地铁
整租·金龙花苑玫瑰园 1室1厅 南,徐汇,龙华,金龙花苑玫瑰园,36,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·玉屏南路201号 1室0厅 南,长宁,中山公园,玉屏南路201号,29,南,1室0厅1卫,中楼层                        ,6,"近地铁,精装"
整租·双东小区 1室1厅 南,虹口,曲阳,双东小区,37,南,1室1厅1卫,中楼层                        ,6,近地铁
整租·东方颐城 3室2厅 南,浦东,书院镇,东方颐城,90,南,3室2厅1卫,中楼层                        ,7,精装
整租·桃浦七村雪松苑 1室0厅 南,普陀,桃浦,桃浦七村雪松苑,35,南,1室0厅1卫,低楼层                        ,6,"近地铁,随时看房"
整租·赤一小区 1室0厅 南,虹口,曲阳,赤一小区,33,南,1室0厅1卫,低楼层                        ,6,近地铁
整租·光启路103弄 1室0厅 西北,黄浦,豫园,光启路103弄,27,西北,1室0厅1卫,高楼层                        ,7,"近地铁,精装,随时看房"
整租·龙南三四村 1室1厅 南,徐汇,龙华,龙南三四村,46,南,1室1厅1卫,低楼层                        ,7,近地铁
整租·天柱山路17弄 1室1厅 南,黄浦,蓬莱公园,天柱山路17弄,32,南,1室1厅1卫,中楼层                        ,6,"新上,近地铁,随时看房"
整租·万华小区 1室1厅 南,长宁,中山公园,万华小区,37,南,1室1厅1卫,高楼层                        ,7,"近地铁,精装"
整租·愚园路1060弄 1室0厅 南,长宁,中山公园,愚园路1060弄,16,南,1室0厅1卫,高楼层                        ,4,近地铁
整租·瞿溪路937弄 1室1厅 南,黄浦,五里桥,瞿溪路937弄,30,南,1室1厅1卫,中楼层                        ,6,"近地铁,精装,随时看房"
整租·敦化路3弄 1室0厅 南,杨浦,控江路,敦化路3弄,33,南,1室0厅1卫,高楼层                        ,5,近地铁
整租·延长中路451弄 1室0厅 南,静安,大宁,延长中路451弄,31,南,1室0厅1卫,高楼层                        ,6,"新上,近地铁"
整租·世博花园 1室0厅 南,虹口,鲁迅公园,世博花园,30,南,1室0厅0卫,低楼层                        ,18,近地铁
整租·高荣小区 1室0厅 南,静安,曹家渡,高荣小区,34,南,1室0厅1卫,高楼层                        ,7,"近地铁,随时看房"
整租·听潮五村 2室2厅 南,浦东,惠南,听潮五村,89,南,2室2厅1卫,高楼层                        ,5,随时看房
整租·新丰小区 1室1厅 西北,静安,江宁路,新丰小区,30,西北,1室1厅1卫,低楼层                        ,7,"近地铁,随时看房"
整租·沪金大楼 1室1厅 南,静安,西藏北路,沪金大楼,15,南,1室1厅0卫,低楼层                        ,26,近地铁
整租·高荣小区 1室0厅 南,静安,曹家渡,高荣小区,24,南,1室0厅1卫,低楼层                        ,6,"近地铁,随时看房"
整租·临汾路1515弄 1室1厅 南,静安,彭浦,临汾路1515弄,43,南,1室1厅1卫,低楼层                        ,6,随时看房
整租·长桥新村 1室1厅 南,徐汇,长桥,长桥新村,36,南,1室1厅1卫,中楼层                        ,4,随时看房
整租·东安一村 1室0厅 北,徐汇,徐家汇,东安一村,36,北,1室0厅1卫,低楼层                        ,6,近地铁
整租·打浦路339弄 1室1厅 南,黄浦,打浦桥,打浦路339弄,30,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·宜川路20号 1室0厅 东,普陀,甘泉宜川,宜川路20号,14,东,1室0厅1卫,高楼层                        ,2,近地铁
整租·丽丽小区 1室1厅 南,黄浦,五里桥,丽丽小区,36,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·驰骋新苑 1室1厅 南,静安,彭浦,驰骋新苑,51,南,1室1厅1卫,低楼层                        ,6,随时看房
整租·宛南六村 1室0厅 南,徐汇,龙华,宛南六村,28,南,1室0厅1卫,中楼层                        ,6,"近地铁,随时看房"
整租·八方小区 1室1厅 南,静安,大宁,八方小区,41,南,1室1厅1卫,高楼层                        ,6,"近地铁,精装,随时看房"
整租·共和新路4555弄 2室0厅 南,静安,彭浦,共和新路4555弄,46,南,2室0厅1卫,中楼层                        ,6,近地铁
整租·广中路556号 1室1厅 南/北,虹口,凉城,广中路556号,33,南 北,1室1厅1卫,高楼层                        ,7,随时看房
整租·紫竹小区 1室0厅 南,长宁,北新泾,紫竹小区,29,南,1室0厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·瞿四小区 1室1厅 南,黄浦,世博滨江,瞿四小区,28,南,1室1厅1卫,高楼层                        ,6,"近地铁,精装,随时看房"
整租·凤城二村 1室0厅 北,杨浦,控江路,凤城二村,30,北,1室0厅1卫,高楼层                        ,5,"近地铁,随时看房"
整租·汇丽小区 1室1厅 南,黄浦,打浦桥,汇丽小区,36,南,1室1厅1卫,高楼层                        ,6,"近地铁,精装,随时看房"
整租·广中西路818弄 1室1厅 南,静安,大宁,广中西路818弄,45,南,1室1厅1卫,高楼层                        ,6,随时看房
整租·佳木斯路185弄 1室0厅 南,杨浦,黄兴公园,佳木斯路185弄,35,南,1室0厅1卫,高楼层                        ,6,近地铁
整租·蒙西小区 1室1厅 南,黄浦,五里桥,蒙西小区,35,南,1室1厅1卫,高楼层                        ,7,"近地铁,精装"
整租·丽园路1032弄 1室1厅 北,黄浦,打浦桥,丽园路1032弄,31,北,1室1厅1卫,低楼层                        ,6,近地铁
整租·柳江街21 1室0厅 东,黄浦,豫园,柳江街21,23,东,1室0厅1卫,中楼层                        ,6,近地铁
整租·乐山四五村 1室0厅 北,徐汇,徐家汇,乐山四五村,16,北,1室0厅1卫,低楼层                        ,7,"近地铁,精装,随时看房"
整租·上中路100弄 1室1厅 南,徐汇,上海南站,上中路100弄,38,南,1室1厅1卫,高楼层                        ,6,"新上,随时看房"
整租·长白三村 1室0厅 北,杨浦,黄兴公园,长白三村,29,北,1室0厅1卫,中楼层                        ,5,"近地铁,随时看房"
整租·锦绣汇丽苑 2室1厅 南,浦东,惠南,锦绣汇丽苑,66,南,2室1厅1卫,高楼层                        ,5,随时看房
整租·普育小区 1室0厅 南,黄浦,蓬莱公园,普育小区,29,南,1室0厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·复兴中路480弄 1室0厅 北,黄浦,新天地,复兴中路480弄,25,北,1室0厅1卫,低楼层                        ,6,"近地铁,精装"
整租·阳曲路470弄 1室0厅 南,静安,彭浦,阳曲路470弄,34,南,1室0厅1卫,中楼层                        ,6,新上
整租·大桥小区 1室1厅 西/西北,长宁,中山公园,大桥小区,45,西 西北,1室1厅1卫,中楼层                        ,7,"近地铁,精装"
整租·欣松苑 2室2厅 南,浦东,宣桥,欣松苑,105,南,2室2厅2卫,高楼层                        ,6,双卫生间
整租·新世纪大厦 1室1厅 东/南,黄浦,老西门,新世纪大厦,36,东 南,1室1厅1卫,中楼层                        ,19,"近地铁,精装,随时看房"
整租·蒙西小区 1室1厅 南,黄浦,五里桥,蒙西小区,38,南,1室1厅1卫,低楼层                        ,7,"近地铁,随时看房"
整租·驰骋新苑 2室1厅 南,静安,彭浦,驰骋新苑,53,南,2室1厅1卫,低楼层                        ,6,随时看房
整租·斜土路1155弄 1室1厅 南,徐汇,斜土路,斜土路1155弄,18,南,1室1厅1卫,低楼层                        ,1,近地铁
整租·打浦路339弄 1室0厅 南,黄浦,打浦桥,打浦路339弄,32,南,1室0厅1卫,高楼层                        ,6,近地铁
整租·惠南交通新村 2室1厅 南,浦东,惠南,惠南交通新村,61,南,2室1厅1卫,高楼层                        ,6,新上
整租·乾耀东港 3室2厅 南,浦东,泥城镇,乾耀东港,155,南,3室2厅2卫,中楼层                        ,5,双卫生间
整租·陆丰苑小区 1室0厅 南,静安,西藏北路,陆丰苑小区,33,南,1室0厅1卫,中楼层                        ,6,近地铁
整租·虬江路909弄 1室0厅 南,静安,西藏北路,虬江路909弄,35,南,1室0厅1卫,中楼层                        ,6,近地铁
整租·万荣小区 1室1厅 南,静安,阳城,万荣小区,44,南,1室1厅1卫,中楼层                        ,6,随时看房
整租·大宁路660弄 1室1厅 南,静安,大宁,大宁路660弄,46,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·布鲁斯小镇(绿地·皇家官邸) 2室2厅 南,浦东,惠南,布鲁斯小镇(绿地·皇家官邸),92,南,2室2厅1卫,低楼层                        ,14,随时看房
整租·凯德新视界(二期) 3室2厅 南,浦东,万祥镇,凯德新视界(二期),118,南,3室2厅2卫,中楼层                        ,18,双卫生间
整租·西镇小区(长宁) 1室1厅 南,长宁,新华路,西镇小区(长宁),38,南,1室1厅1卫,中楼层                        ,6,"近地铁,精装"
整租·宁和小区 1室0厅 南/西南,静安,大宁,宁和小区,38,南 西南,1室0厅1卫,高楼层                        ,6,近地铁
整租·田林四村 1室1厅 南,徐汇,田林,田林四村,33,南,1室1厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·中华新路793弄 1室0厅 西北,静安,不夜城,中华新路793弄,21,西北,1室0厅1卫,低楼层                        ,5,"新上,近地铁"
整租·控江五村 1室0厅 南,杨浦,黄兴公园,控江五村,22,南,1室0厅1卫,高楼层                        ,4,近地铁
整租·鞍山四村第二小区 1室0厅 南,杨浦,鞍山,鞍山四村第二小区,30,南,1室0厅1卫,中楼层                        ,5,近地铁
整租·三泾北宅小区 1室0厅 南,长宁,中山公园,三泾北宅小区,32,南,1室0厅1卫,低楼层                        ,6,"近地铁,精装,随时看房"
整租·虬江路909弄 1室1厅 南,静安,西藏北路,虬江路909弄,36,南,1室1厅1卫,高楼层                        ,6,近地铁
整租·斜土路338-368号 1室1厅 南,黄浦,五里桥,斜土路338,33,南,1室1厅1卫,高楼层                        ,7,"近地铁,精装"
整租·延铁小区 1室0厅 南,静安,大宁,延铁小区,28,南,1室0厅1卫,高楼层                        ,6,"近地铁,精装"
整租·临汾路1564弄 1室1厅 南,静安,彭浦,临汾路1564弄,36,南,1室1厅1卫,高楼层                        ,6,随时看房
整租·洛川中路901弄 1室1厅 南,静安,大宁,洛川中路901弄,38,南,1室1厅1卫,中楼层                        ,6,"新上,近地铁,随时看房"
整租·紫竹小区 1室0厅 南,长宁,北新泾,紫竹小区,29,南,1室0厅1卫,高楼层                        ,6,"近地铁,随时看房"
整租·丽园新村 1室0厅 南,黄浦,五里桥,丽园新村,34,南,1室0厅1卫,高楼层                        ,6,近地铁
整租·丹桂佳苑 3室2厅 南,浦东,惠南,丹桂佳苑,111,南,3室2厅1卫,高楼层                        ,6,随时看房
整租·新华南园大厦 2室0厅 东南,黄浦,世博滨江,新华南园大厦,55,东南,2室0厅1卫,低楼层                        ,31,"近地铁,精装"
整租·翔殷路491弄 1室0厅 南,杨浦,黄兴公园,翔殷路491弄,40,南,1室0厅1卫,高楼层                        ,6,近地铁
整租·丽园路574弄 1室0厅 南/北,黄浦,五里桥,丽园路574弄,32,南 北,1室0厅1卫,高楼层                        ,7,"近地铁,随时看房"
整租·打浦路339弄 2室0厅 南,黄浦,打浦桥,打浦路339弄,52,南,2室0厅1卫,低楼层                        ,6,"月租,近地铁,随时看房"
整租·锦苑小区(虹口) 2室0厅 南,虹口,凉城,锦苑小区(虹口),42,南,2室0厅1卫,中楼层                        ,6,新上
整租·金虹苑小区 1室1厅 南,长宁,西郊,金虹苑小区,42,南,1室1厅1卫,低楼层                        ,6,新上
整租·化工小区(长宁) 1室0厅 南,长宁,新华路,化工小区(长宁),31,南,1室0厅1卫,中楼层                        ,6,"新上,近地铁,精装"
整租·万业新阶 1室0厅 南,普陀,中远两湾城,万业新阶,30,南,1室0厅0卫,低楼层                        ,1,近地铁
整租·曹杨路1010号 2室0厅 南,普陀,真如,曹杨路1010号,46,南,2室0厅1卫,高楼层                        ,6,"新上,近地铁,随时看房"
整租·翔前小区 1室1厅 南,静安,永和,翔前小区,42,南,1室1厅1卫,高楼层                        ,6,随时看房
整租·蓝朝部落 1室0厅 南,静安,曹家渡,蓝朝部落,25,南,1室0厅1卫,高楼层                        ,31,"近地铁,精装"
整租·东荡小区 1室1厅 南,徐汇,上海南站,东荡小区,41,南,1室1厅1卫,中楼层                        ,6,近地铁
整租·大宁路660弄 1室1厅 南,静安,大宁,大宁路660弄,40,南,1室1厅1卫,低楼层                        ,6,"近地铁,随时看房"
整租·松花一村 1室1厅 南/北,杨浦,黄兴公园,松花一村,38,南 北,1室1厅1卫,高楼层                        ,5,"近地铁,随时看房"
整租·云松景庭 1室1厅 南,浦东,泥城镇,云松景庭,62,南,1室1厅1卫,高楼层                        ,4,新上
整租·国货路374-378号 1室0厅 东,黄浦,蓬莱公园,国货路374,30,东,1室0厅1卫,中楼层                        ,6,近地铁
整租·阳曲路470弄 2室0厅 南,静安,彭浦,阳曲路470弄,48,南,2室0厅1卫,高楼层                        ,6,新上
整租·布鲁斯小镇(绿地·皇家官邸) 3室2厅 南/北,浦东,惠南,布鲁斯小镇(绿地·皇家官邸),171,南 北,3室2厅2卫,中楼层                        ,18,"双卫生间,随时看房"
整租·开鲁四村 1室1厅 南/北,杨浦,中原,开鲁四村,41,南 北,1室1厅1卫,中楼层                        ,6,近地铁
整租·民乐城康苑 3室2厅 南/北,浦东,惠南,民乐城康苑,125,南 北,3室2厅2卫,低楼层                        ,1,双卫生间
整租·五岭小区 1室0厅 南,黄浦,打浦桥,五岭小区,36,南,1室0厅1卫,中楼层                        ,7,"近地铁,精装,随时看房"
整租·武川路245弄 1室1厅 南,杨浦,五角场,武川路245弄,34,南,1室1厅1卫,低楼层                        ,6,新上
